SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionConstituency,ElectionDistrict,ElectionRegion,CandidateFirstName,CandidateSurname,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidateOtherNames,CandidateFullname
2488,253,2018-03-07,Parliamentary,"Constituency Results","Constituency 26",Kono,,Aiah,Kassegbama,C4C,d68910,"First Round","5,711",61.05,Yes,Final/Certified,/sites/default/files/2023-04/HON%20AIAH%20VAVID%20SHEK%20KASSEGBAMA%20CONST%20026%20KONO%20DISTRICT%20ID%20NO%2C.jpg,20424719-00c8-4c96-b3f4-93d51069cde4,4880d42f-c078-4b56-9951-f6ba6730f461,"David Sheik","Aiah  Kassegbama"
2658,2652,2018-03-07,Parliamentary,"Constituency Results","Constituency 48",Tonkolili,,John,Gbla,NGC,4b0082,"First Round","5,697",25.92,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,5a9c0024-d0fe-4784-a570-e322386aac04,4e5acee5-f18e-4010-a0b4-737afebee5cc,,"John Gbla"
5093,2195,2018-03-07,Parliamentary,"Constituency Results","Constituency 129","Western Area Urban",,Fatmata,Soukenah,SLPP,009900,"First Round","5,678",31.37,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,0c0e24f0-7ea6-4ecb-9d9d-9e02c04f6860,a93827f8-e3c0-41ab-a771-7babdb8a321a,,"Fatmata Soukenah"
2484,2068,2018-03-07,Parliamentary,"Constituency Results","Constituency 25",Kono,,Saa,Sam,C4C,d68910,"First Round","5,647",54.49,Yes,Final/Certified,/sites/default/files/2023-04/Hon%20Paul%20Saa%20Sam%20Const.%20025%20Kono%20dist.jpg,3cc5f546-ee29-4a8b-a11c-f94c6cbcd261,973bef0c-2714-4eb1-ac1e-3e87b035c91c,,"Saa Sam"
6369,,2002-05-14,"MP - Proportional Representation","Regional Results",,,East,,,PLP,3e59a9,"First Round","5,641",0.00,No,Final/Certified,,0fe2bcab-2d09-4486-9d0c-767197c57572,,,
2465,313,2018-03-07,Parliamentary,"Constituency Results","Constituency 30",Kono,,Musa,Quiwan,SLPP,009900,"First Round","5,637",23.12,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,31b97ad4-5795-410f-91d4-855e23e4d988,c046fe7d-309c-4ab6-8582-b3df61961de2,,"Musa Quiwan"
5980,5830,2002-05-14,"MP - Proportional Representation","District Results",,"Port Loko",,Grand,"Alliance party",GAP,FFA07A,"First Round","5,632",4.50,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,372bfde5-dc65-4f1b-a21a-62824c745641,8809a639-6f30-41f8-995f-3603ca8ebefc,,"Grand Alliance Party"
2470,235,2018-03-07,Parliamentary,"Constituency Results","Constituency 22",Kono,,Tom,Tucker,APC,FF333C,"First Round","5,596",38.83,Yes,Final/Certified,/sites/default/files/2023-04/HON%20TOM%20ISSIC%20%20TUCKER%20CONST%20022%20KONO%20DISTRICT%20ID%20NO%2C.jpg,dbad2a39-2460-45c7-99cf-b158675014c8,e4be7609-322a-4ac2-9206-912a2ff56a43,Issic,"Tom Tucker"
2765,2033,2018-03-07,Parliamentary,"Constituency Results","Constituency 100",,,Dickson,Rogers,SLPP,009900,"First Round","5,582",64.90,Yes,Final/Certified,/sites/default/files/2023-04/100.png,ee59eeb3-58f4-4a0b-9e16-f0534885348a,e84b66bc-7b2f-4b62-909f-5cc9253124c6,Momoh,"Dickson Momoh Rogers"
5997,,1996-02-27,"MP - Proportional Representation","District Results",,Tonkolili,,,,UNPP,cccc00,"First Round","5,581",0.00,Yes,Final/Certified,,bdfa6781-4be2-4a9f-a117-6347003484ec,,,
2826,2196,2018-03-07,Parliamentary,"Constituency Results","Constituency 106",,,Abdul,Kargbo,SLPP,009900,"First Round","5,569",25.80,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e3faad87-61c1-4977-b51e-dd162cda5da7,2d477567-e430-415f-9e4b-7bde3fc52a82,,"Abdul Kargbo"
4894,3383,2012-11-17,Parliamentary,"Constituency Results","Constituency 70",Bo,,Martin,Gandie,APC,FF333C,"First Round","5,544",22.79,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,0c1ac7dc-4c9a-4f5d-b738-2174bbfac195,49a1bbb3-24bf-4ec9-b75a-15b4e11a7c12,K,"Martin K Gandie"
2995,2029,2018-03-07,Parliamentary,"Constituency Results","Constituency 59",Kambia,,Abdul,Kamara,APC,FF333C,"First Round","5,515",39.39,Yes,Final/Certified,/sites/default/files/2023-04/AKK.jpeg,ecc7889c-77d1-4c1e-bde3-37129aacf810,0f2cb7bd-3548-4119-a502-84184b70ba59,Karim,"Abdul Karim Kamara"
5223,4117,2012-11-17,Parliamentary,"Constituency Results","Constituency 24",Kono,,Philip,Tondoneh,SLPP,009900,"First Round","5,507",33.37,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,daf35385-1dc3-4458-aefa-076895670b6e,924197c6-9d5b-420a-b71c-9a471a62759d,Tetema,"Philip Tetema Tondoneh"
6249,3070,2012-11-17,Parliamentary,"Constituency Results","Constituency 1",Kailahun,,Lamin,Ngobeh,APC,FF333C,"First Round","5,361",25.80,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,2994fc50-19a6-4ece-81af-a00ca7b0945f,d99f9b01-cd1a-41f9-95c4-b3776f5f10c1,,"Lamin Ngobeh"
3650,2992,2018-03-07,Parliamentary,"Constituency Results","Constituency 94",Moyamba,,Ethelbert,Bendu,APC,FF333C,"First Round","5,274",27.37,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,d696c8ff-9988-4ba1-ab5a-8453f9fe8a62,734dd77d-afd4-485b-90b0-08a81b71983d,,"Ethelbert Bendu"
6154,1080,2018-03-07,Parliamentary,"Constituency Results","Constituency 39",Falaba,,Mohamed,Shaw,SLPP,009900,"First Round","5,274",46.27,Yes,Final/Certified,/sites/default/files/2023-05/Hon%20Bilu.jpg,f3c66047-3cc6-4770-850c-6c4090677895,3b63c9e5-bb9b-4930-a769-5f680647150f,Billoh,"Mohamed Billoh Shaw"
6145,5830,2002-05-14,"MP - Proportional Representation","District Results",,Tonkolili,,Grand,"Alliance party",GAP,FFA07A,"First Round","5,268",3.90,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,4c1bc982-d7c3-4b46-98a0-7fb71538eb98,8809a639-6f30-41f8-995f-3603ca8ebefc,,"Grand Alliance Party"
5907,,1996-02-27,"MP - Proportional Representation","District Results",,Koinadugu,,,,APC,FF333C,"First Round","5,245",0.00,No,Final/Certified,,ca47e07e-80d8-4e63-a7d3-769572b6bfde,,,
5914,,1996-02-27,"MP - Proportional Representation","District Results",,Koinadugu,,,,NDA,1F681B,"First Round","5,223",0.00,No,Final/Certified,,5237383a-9b46-4510-9378-3dcaaeeefd30,,,
3000,2940,2018-03-07,Parliamentary,"Constituency Results","Constituency 59",Kambia,,Ibrahim,Kamara,C4C,d68910,"First Round","5,204",37.17,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,eb8bbe4f-338b-4a7b-b189-e4b25c62591a,b617ca57-ba57-4ef1-a3cf-f00f5bfdcf71,,"Ibrahim kamara"
5532,,2012-11-17,Parliamentary,"Constituency Results","Constituency 102","Western Area Urban",,,,SLPP,009900,"First Round","5,196",23.14,No,Final/Certified,,fc839346-e1d7-4f02-a4e5-fccd2deb1b9e,,,
6102,,2002-05-14,"MP - Proportional Representation","District Results",,"Western Area Urban",,,,PDP,1E90FF,"First Round","5,178",3.80,No,Final/Certified,,8003d842-7297-4e3f-ad51-a011dcc55b38,,,
4277,,2012-11-17,Parliamentary,"Constituency Results","Constituency 95","Western Area Rural",,,,SLPP,009900,"First Round","5,165",21.88,No,Final/Certified,,9c69a0d2-5e95-4250-8ecc-c08bb5b44d49,,,
3337,2197,2018-03-07,Parliamentary,"Constituency Results","Constituency 121","Western Area Urban",,Abdul,Lansana,SLPP,009900,"First Round","5,161",23.71,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,712e9a7e-1512-488c-9acc-c4fb6cb7e5d1,fbb78538-c2f4-4e58-8447-4d064a9da093,,"Abdul Lansana"
3654,3511,2018-03-07,Parliamentary,"Constituency Results","Constituency 62",Karene,,Abu,Sankoh,APC,FF333C,"First Round","5,151",23.58,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,5bdf3436-e97d-42fa-99db-b08ec45dfa5e,f920bf3b-3672-4ee3-8112-3cebb6bfe7ea,,"Abu Sankoh"
5471,5467,2012-11-17,PCMP,"District Results",,Kenema,,Pewa,Mambu,IND,CCCCCC,"First Round","5,136",0.00,Yes,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6413d251-ccc5-4c2e-8608-8db133aafd3c,0f22883d-b058-411f-8e18-192f4f11a33c,"PC prince","PC Pewa prince Mambu"
3297,2198,2018-03-07,Parliamentary,"Constituency Results","Constituency 117","Western Area Urban",,David,Momoh,SLPP,009900,"First Round","5,115",26.58,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,f26e144a-d023-41bf-9dc0-fba1dca7d250,6b6684fd-9784-45e7-967d-be594218e53a,,"David  Momoh"
5837,5831,2002-05-14,"MP - Proportional Representation","National Results",,,,Young,"People's Party",YPP,D3D3D3,"First Round","5,083",0.27,No,Provisional,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bb1271f6-cbe7-4db9-a024-6a5d1db4549d,16a81dfc-73ec-4f47-9c71-37550a3caeaf,,"Young People's Party"
5284,5211,2012-11-17,Parliamentary,"Constituency Results","Constituency 22",Kono,,Sahr,Sangbah,APC,FF333C,"First Round","5,014",55.15,Yes,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,f92f09e2-bdc7-47a6-abc6-cf58c314a9b8,389e653a-ad60-494f-ab2a-5aa33748b763,,"Saa Sangbah"
5818,,2012-11-17,Parliamentary,"Constituency Results","Constituency 105","Western Area Urban",,,,SLPP,009900,"First Round","5,002",23.57,No,Final/Certified,,7d0bfd6e-6a69-47f8-80eb-80c768dbb56f,,,
6373,,2002-05-14,"MP - Proportional Representation","Regional Results",,,East,,,RUFP,996633,"First Round","4,994",0.00,No,Final/Certified,,816c0b3d-8292-48f0-a8e6-ba9b65552927,,,
6377,,2002-05-14,"MP - Proportional Representation","Regional Results",,,West,,,RUFP,996633,"First Round","4,994",0.00,No,Final/Certified,,99cae614-1ceb-4217-8c0f-49384151dc38,,,
3550,3128,2018-03-07,Parliamentary,"Constituency Results","Constituency 74","Port Loko",,Alimamy,Turay,NGC,4b0082,"First Round","4,898",22.13,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,261c3075-25b1-40f0-9878-56e9d095038a,4adfea6b-e9af-43f8-86f5-40281cff7e96,,"Alimamy Turay"
5161,4496,2012-11-17,Parliamentary,"Constituency Results","Constituency 88",Pujehun,,Dauda,Fawundu,SLPP,009900,"First Round","4,865",43.28,Yes,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,d69588a2-e2fd-4b69-b07e-37d16b9c753c,4b083450-82c5-4dd5-a0e7-16e600d6a324,D.,"Dauda D. Fawundu"
2468,233,2018-03-07,Parliamentary,"Constituency Results","Constituency 22",Kono,,Sahr,Gbondo,SLPP,009900,"First Round","4,861",33.73,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a4903308-a753-4275-82b8-99587ae1a0ea,8b80f72a-5974-4bf6-93de-8d5acff3e419,,"Sahr Gbondo"
5097,3485,2012-11-17,Parliamentary,"Constituency Results","Constituency 9",Kenema,,Edward,Prince,APC,FF333C,"First Round","4,824",18.87,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,7796432e-7c54-4e63-98e2-de4fc5877083,7969b6b0-f86a-453a-81ff-4a59a03ec285,Bindi,"Edward Bindu Prince"
6336,,2012-11-17,Parliamentary,"Constituency Results","Constituency 99","Western Area Urban",,,,SLPP,009900,"First Round","4,821",20.23,No,Final/Certified,,497860d3-9eff-4344-8a38-e5b06086f0ef,,,
5233,4138,2012-11-17,Parliamentary,"Constituency Results","Constituency 25",Kono,,Sahr,Gbondo,SLPP,009900,"First Round","4,785",41.07,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,d7c02335-5152-4cf9-b264-e6ab8a50a01b,47a8e809-3456-49fa-971d-3aeb72259911,Francis,"Sahr Francis Gbondo"
1705,131,2018-03-07,Parliamentary,"Constituency Results","Constituency 6",Kailahun,,Mohamed,Saffa,IND,CCCCCC,"First Round","4,783",41.61,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1a0addc0-c7c5-463a-87f2-107b83f82c59,e2d76e01-2337-476b-8eee-053bf6817a44,,"Mohamed Saffa"
3583,3155,2018-03-07,Parliamentary,"Constituency Results","Constituency 77","Port Loko",,Hassan,Bangura,SLPP,009900,"First Round","4,766",22.14,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,207b6e67-8e71-4b89-8cd4-518fa6b5d6c5,58387628-e0eb-4427-8c55-ca88629d2c58,,"Hassan Bangura"
5162,4498,2012-11-17,Parliamentary,"Constituency Results","Constituency 88",Pujehun,,Shaika,Sama,PMDC,f3881e,"First Round","4,740",42.17,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,aa240f17-53fc-4471-abbc-66a84fae95c5,ba84a0b1-6adb-41c0-91b5-5501eeeedde7,Musa,"Shaika Musa Sama"
5283,4554,2012-11-17,Parliamentary,"Constituency Results","Constituency 91",Pujehun,,Alie,Bao,APC,FF333C,"First Round","4,737",27.11,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a2afd605-c96b-4626-b8b1-1e24adf10f7a,d74899d3-da0c-45ad-886c-161fb1da939d,Mohamed,"Alie Mohamed Bao"
3059,5354,1996-02-27,"MP - Proportional Representation","National Results",,,,National,Party,NADP,cccccc,"First Round","4,656",1.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_0.jpg,ebae24aa-5b7a-43e6-a503-e2cd589690cc,2b4baafd-219f-45fc-82eb-51164e46b6eb,"Alliance Democrate","National Alliance Democratic Party"
5929,5421,1996-02-27,"MP - Proportional Representation","District Results",,Koinadugu,,People's,Convention,PNC,808080,"First Round","4,652",0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_3.jpg,9b277fe2-17ae-458a-a8e7-407273d39e08,df0ef06d-ae42-4bf6-ba49-60d4380cc3f6,,"People's National Convention"
6356,5830,2002-05-14,"MP - Proportional Representation","Regional Results",,,West,Grand,"Alliance party",GAP,FFA07A,"First Round","4,628",0.00,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e3cd0970-868e-4c71-bc82-0e7a39305ccd,8809a639-6f30-41f8-995f-3603ca8ebefc,,"Grand Alliance Party"
5096,4457,2012-11-17,Parliamentary,"Constituency Results","Constituency 85",Moyamba,,George,Ndopo,APC,FF333C,"First Round","4,526",30.69,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e3a14a78-e080-4437-b92b-5f31743f48bf,9d77f4c2-0e42-40b7-b952-e3c626812425,S.,"George S. Ndopo"
3054,2833,2018-03-07,Parliamentary,"Constituency Results","Constituency 93",Moyamba,,Allieu,Bangura,SLPP,009900,"First Round","4,500",34.98,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,720acb18-6062-425f-aebc-d998b801433f,1fac5c4d-6a0c-42a7-be40-a9ff54183b49,,"Allieu Bangura"
6138,1079,2018-03-07,Parliamentary,"Constituency Results","Constituency 39",Falaba,,Chernor,Jalloh,APC,FF333C,"First Round","4,448",39.02,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,d6ff7dab-acd4-4890-a682-f380a4a1cfc7,af922110-71d2-4fea-9cbd-7d3f8c5f94c7,,"Chernor Jalloh"
2460,309,2018-03-07,Parliamentary,"Constituency Results","Constituency 30",Kono,,Aiah,Dabundeh,APC,FF333C,"First Round","4,445",18.23,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,27018b19-1cd7-4240-b8fc-056a4426557f,3c3a8fa7-b29e-4db4-9b6b-cdcafd90ffbc,,"Aiah Dabundeh"
5604,,2012-11-17,Parliamentary,"Constituency Results","Constituency 103","Western Area Urban",,,,SLPP,009900,"First Round","4,415",20.23,No,Final/Certified,,53c1026f-ef04-49d9-9566-42acbb304c3d,,,
9914,1105,2018-03-07,Parliamentary,"Constituency Results","Constituency 44",Koinadugu,,Mariama,Marrah,SLPP,009900,"First Round","4,340",19.25,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,7376d8ba-7ab7-45a9-9b23-57026e1695e4,11e1c4ae-67a6-41e3-a991-4548eb9c7b49,,"Mariama Marrah"
5045,,2012-11-17,Parliamentary,"Constituency Results","Constituency 81",Moyamba,,,,APC,FF333C,"First Round","4,313",23.12,No,Final/Certified,,ace51101-57bf-42be-a889-f11604ed98c0,,,
2475,240,2018-03-07,Parliamentary,"Constituency Results","Constituency 23",Kono,,Rosky,Mbayo,APC,FF333C,"First Round","4,265",24.29,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b77e75f2-5d92-4560-9e8a-ba7cab758f3b,906523da-8a11-421d-b8f4-e3441c81a7eb,,"Rosky Mbayo"
1199,97,2018-03-07,Parliamentary,"Constituency Results","Constituency 1",Kailahun,,Emilia,Tongi,IND,CCCCCC,"First Round","4,221",37.54,Yes,Final/Certified,/sites/default/files/2023-04/Hon_Emilia_Lolloh_Tongi_Const_001.jpg,ebd3490c-8a39-49ad-a40f-811cf46df5a7,660cd283-2b3d-4fc3-8e37-7c07cbc44ff1,Lolloh,"Emilia Lolloh Tongi"
4947,3940,2012-11-17,Parliamentary,"Constituency Results","Constituency 78",Bonthe,,Isagah,Sesay,APC,FF333C,"First Round","4,221",22.58,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,badc01bb-3154-4ce9-b77e-80148c52b22b,0b3c8709-07bf-4c7d-84ad-a26fb38fc21a,,"Isagah Sesay"
6365,,2002-05-14,"MP - Proportional Representation","Regional Results",,,West,,,NDA,1F681B,"First Round","4,218",0.00,No,Final/Certified,,f0473ce7-bc2a-4e26-bd94-a0a5aa2a399c,,,
2686,2680,2018-03-07,Parliamentary,"Constituency Results","Constituency 50",Tonkolili,,Alex,Koroma,NGC,4b0082,"First Round","4,208",20.16,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bc0f36e1-b94d-43ec-a5d7-a8496a5c0e7c,e27d82d2-241b-4d1f-bf8c-381351ca3c49,,"Alex Koroma"
5500,5495,2012-11-17,PCMP,"District Results",,Kono,,Fasuluku,Sheku,IND,CCCCCC,"First Round","4,167",0.00,Yes,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,edc0a1df-d7c6-4d02-a4d5-764456b7136a,c94b3657-bb12-4f84-a8a9-bfc2d7a15ed0,"PC Sonsiama iv A.T","PC Fasuluku Sonsiama iv, Sheku A.T"
3474,3012,2018-03-07,Parliamentary,"Constituency Results","Constituency 71","Port Loko",,Osman,Kargbo,NGC,4b0082,"First Round","4,142",31.48,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,223a1779-3c5f-4532-ae1f-b797c42f5f03,4682ebfd-fd19-42c1-b64f-dd575f18497d,,"Osman Kargbo"
4942,3791,2012-11-17,Parliamentary,"Constituency Results","Constituency 77",Bo,,Paul,Kamara,PMDC,f3881e,"First Round","4,141",20.83,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8894070e-4c1e-4353-ae0f-7fba7f8ddc82,f6012063-016c-4540-88aa-6e2173339aa6,,"Paul Kamara"
659,2441,2018-03-07,Parliamentary,"Constituency Results","Constituency 1",Kailahun,,Sahr,Fatorma,SLPP,009900,"First Round","4,139",36.81,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,17a4ab63-f61b-4759-bf3e-08abe04ac3f7,73018476-4a73-454e-a531-dd830b716428,,"Sahr Fatorma"
3327,2199,2018-03-07,Parliamentary,"Constituency Results","Constituency 120","Western Area Urban",,Tennison,Sandy,SLPP,009900,"First Round","4,097",21.81,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,ffd77d7d-fd67-4e6c-bb07-77e5fa8ba5f4,d037d84b-dbcc-4f2a-bae5-bc0d499486fa,,"Tennison Sandy"
6046,5830,2002-05-14,"MP - Proportional Representation","District Results",,Bombali,,Grand,"Alliance party",GAP,FFA07A,"First Round","4,068",3.00,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e8d46508-ea1e-4030-94c2-461f5c01ec6c,8809a639-6f30-41f8-995f-3603ca8ebefc,,"Grand Alliance Party"
3590,3157,2018-03-07,Parliamentary,"Constituency Results","Constituency 77","Port Loko",,Abdulai,Kabba,NGC,4b0082,"First Round","4,060",18.86,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,58404758-1a10-43bf-a476-2ec40893df0a,dc5847fd-9cd8-4000-b88b-58ea57b1cbe0,,"Abdulai Kabba"
5515,5508,2012-11-17,PCMP,"District Results",,Kono,,Kamachiande,Kogbende,IND,CCCCCC,"First Round","4,050",0.00,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bf480efe-9df1-48bc-936c-84004e69d931,75664bfd-b569-4f30-a0a6-4d5bad85c3df,"PC SF","PC Kamachiande 2 Kogbende SF"
3061,5392,1996-02-27,"MP - Proportional Representation","National Results",,,,National,Party,NPP,808080,"First Round","3,992",1.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_1.jpg,edd4331e-b103-4026-ad98-cfe4e3a7bc8a,32ef86a3-a6c7-46f4-bc16-55160c8288c1,People,"National People's Party"
3090,5698,1996-02-27,"MP - Proportional Representation","Regional Results",,,North,National,"Unity Party",NUP,A9A9A9,"First Round","3,989",0.00,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,88736800-0cc8-42aa-a146-fce00052dd18,e0a01b0e-4b2f-4616-9448-ec9172c4afed,,"National Unity Party"
2974,2916,2018-03-07,Parliamentary,"Constituency Results","Constituency 57",Kambia,,Foday,Suma,APC,FF333C,"First Round","3,983",20.16,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,61c43a46-0a35-48f4-9b8c-00d64700e256,4d4943f3-9c05-4bb1-87e7-62912d4fdd9f,,"Foday Suma"
6384,,2002-05-14,"MP - Proportional Representation","Regional Results",,,West,,,UNPP,cccc00,"First Round","3,972",0.00,No,Final/Certified,,9367b8df-13ed-45ce-b983-4b9b7978f489,,,
5087,5086,2012-11-17,Parliamentary,"Constituency Results","Constituency 84",Moyamba,,Fallah,Koroma,APC,FF333C,"First Round","3,877",23.45,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8473337c-6451-48e8-92d5-f18de88f9e88,5c55d046-c00d-4a8d-80ea-ba1d36235b19,Kongofah,"Fallah kongofah Koroma"
2540,210,2018-03-07,Parliamentary,"Constituency Results","Constituency 19",Kenema,,Lahai,Lavallie,APC,FF333C,"First Round","3,876",13.78,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,34141f37-38ab-4189-8e3f-6839ec9c76b1,1f3b8d52-7178-4cc4-ae97-e951648f034e,,"Lahai Lavallie"
2884,2200,2018-03-07,Parliamentary,"Constituency Results","Constituency 110","Western Area Rural",,Ibrahim,Kabba,NGC,4b0082,"First Round","3,873",12.15,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e79fc67d-38fa-4894-b47c-888afdf9d795,dbd1344a-5db1-41f6-846a-60d771d74909,,"Ibrahim Kabba"
6090,,2002-05-14,"MP - Proportional Representation","District Results",,"Western Area Rural",,,,PDP,1E90FF,"First Round","3,868",2.40,No,Final/Certified,,d4038e00-44ad-44fd-9b15-420c191fc7fb,,,
6111,,2002-05-14,"MP - Proportional Representation","District Results",,Koinadugu,,,,PLP,3e59a9,"First Round","3,834",5.00,No,Final/Certified,,bc191572-ab44-4f43-ab01-0167a7dc80cc,,,
5122,3665,2012-11-17,Parliamentary,"Constituency Results","Constituency 11",Kenema,,Unfa,Fofanah,APC,FF333C,"First Round","3,832",18.26,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,5cf9b47b-51b9-42ed-bcab-7a3cf018fe99,09c9b3b1-d994-4592-9f9f-10290f42c6d3,Foday,"Unfa Foday Fofanah"
6045,,1996-02-27,"MP - Proportional Representation","District Results",,"Western Area Rural",,,,SLPP,009900,"First Round","3,763",0.00,No,Final/Certified,,5a93e51e-686a-4082-bc5a-3b7c3377b5a0,,,
5996,,2002-05-14,"MP - Proportional Representation","District Results",,Kambia,,,,PLP,3e59a9,"First Round","3,735",4.60,No,Final/Certified,,2f7e4c3e-0996-44f6-8596-23321daae4b6,,,
2474,239,2018-03-07,Parliamentary,"Constituency Results","Constituency 23",Kono,,Sahr,Matturi,SLPP,009900,"First Round","3,728",21.23,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e21cfff5-a7a6-4c5a-bc95-29a296f85d29,fb54e477-71f0-444f-9313-b64ce11422b2,,"Sahr Matturi"
3885,3882,2012-11-17,Parliamentary,"Constituency Results","Constituency 43",Koinadugu,,Nabieu,Conteh,SLPP,009900,"First Round","3,713",18.55,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,cb0a28a8-103a-4000-b698-52c56e5fdc31,23477579-de8b-4ca6-8350-f2165bbe4d16,,"Nabieu Conteh"
6016,6006,2018-03-07,Parliamentary,"Constituency Results","Constituency 67",Karene,,Deamad,Conteh,NGC,4b0082,"First Round","3,702",19.67,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e9fcec72-2e9b-4caa-b817-1ecc3883814f,f81d10f2-8298-481a-8b9f-b5da54ac5a00,,"Deamad Conteh"
1842,159,2018-03-07,Parliamentary,"Constituency Results","Constituency 11",Kenema,,Alpha,Koroma,APC,FF333C,"First Round","3,698",1.19,No,Provisional,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,434e113c-e0b5-49f1-8832-32d89fe62ba7,43480ab0-4c88-4306-b07e-3a81f0e84cd8,,"Alpha Koroma"
5208,4092,2012-11-17,Parliamentary,"Constituency Results","Constituency 22",Kono,,Honourable,Babonju,SLPP,009900,"First Round","3,690",40.59,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,910e87ce-5865-4a9e-824e-4b694dc81d47,e1420408-0009-4e0e-b873-58f420e11a42,Emmanuel,"Honourable Emmanuel Babonju"
